Index,appnumber,encrypting,renaiming,rebuilding,Strings Global number,Unicode number ,URL Number ,Affectation number ,Balise number ,Special strings number ,Call number,Class number ,Other Type String Number ,Permission number ,Number of Dangerous permission ,Number of sginature permission ,Other Permission number ,Services number ,Providers number ,Android API ,Dex number ,SystemArgs ,Custom Argument,Average size of class ,Intern attribute ,Extern attribute,Weighted Method per class ,Reponse for class ,Number of child ,Argument Type number ,Receivers Numbers ,Type
5635,Banking_2400,1,1,0,4504,0,4,117,2,0,11,0,0,6,3,1,2,0,0,0,0,0,0,132.03125,0,0,16.87029288702929,33.74058577405858,-0.3682008368200837,834,1,4
5636,Adware_201,1,1,0,1873,0,22,37,3,1,0,0,0,7,2,0,5,0,0,0,0,0,0,38.86666666666667,0,0,17.410452517527087,34.820905035054174,-0.794136392606756,330,,3
5637,Riskware_4249,1,1,0,4846,0,5,20,2,0,0,0,0,14,4,2,8,0,0,0,0,0,0,29.606060606060606,0,0,22.592391304347824,45.18478260869565,-1.0,521,1,2
5638,SMS_2719,1,1,0,776,0,0,15,3,0,0,0,0,4,3,0,1,1,0,0,0,0,0,154.0,0,0,11.885245901639344,23.770491803278688,-0.9602774274905422,125,1,1
5639,Riskware_1943,1,1,0,4650,7,6,187,7,1,4,0,0,34,10,2,22,6,0,0,0,0,0,33.22222222222222,0,0,19.308746736292427,38.617493472584854,-0.9856396866840731,575,1,2
5640,SMS_1444,1,1,0,194,0,0,0,2,0,0,0,0,11,5,0,6,1,0,0,0,0,0,150.0,0,0,12.695512820512821,25.391025641025642,-0.9935897435897436,52,1,1
5641,SMS_4657,1,1,0,931,0,1,7,2,0,0,0,0,13,7,1,5,1,0,0,0,0,0,52.25,0,0,11.566594672426206,23.13318934485241,-0.931605471562275,219,8,1
5642,SMS_4485,1,1,0,2255,0,8,17,4,1,0,0,0,8,5,0,3,0,0,0,0,0,0,36.27777777777778,0,0,10.557591623036648,21.115183246073297,-0.8839441535776614,292,8,1
5643,SMS_417,1,1,0,826,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,11.10167714884696,22.20335429769392,-0.9224318658280922,199,8,1
5644,Riskware_3145,1,1,0,41695,0,157,1210,48,10,154,51,0,30,8,3,19,14,0,0,0,0,0,22.3,0,0,21.537634408602152,43.075268817204304,-1.0,9848,1,2
5645,Riskware_836,1,1,0,108,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,266.0,0,0,22.869009584664536,45.73801916932907,-1.0,17,1,2
5646,SMS_4787,1,1,0,920,0,0,64,2,0,0,0,0,21,8,2,11,0,0,0,0,0,0,10.666666666666666,0,0,8.901408450704226,17.802816901408452,-1.0,437,8,1
5647,SMS_628,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,49.333333333333336,0,0,11.146496815286625,22.29299363057325,-0.9312101910828026,210,6,1
5648,SMS_2587,1,1,0,781,0,0,2,2,0,0,0,0,13,6,1,6,0,0,0,0,0,0,10.666666666666666,0,0,11.436034829202947,22.872069658405895,-0.8626925653047556,373,1,1
5649,SMS_3491,1,1,0,843,0,0,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,32.666666666666664,0,0,10.470888661899897,20.941777323799794,-0.898876404494382,202,1,1
5650,SMS_454,1,1,0,851,0,0,252,2,0,0,0,0,21,8,2,11,0,0,0,0,0,0,11.5,0,0,10.556016597510373,21.112033195020746,-0.8074688796680498,434,8,1
5651,Adware_371,1,1,0,11355,0,95,215,30,8,15,308,0,11,4,0,7,1,0,0,0,0,0,109.66666666666667,0,0,19.1,38.2,-1.0,1664,,3
5652,Riskware_2100,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,23.90277777777778,47.80555555555556,-1.0,353,1,2
5653,Riskware_4147,1,1,0,636,0,1,7,2,1,0,0,0,4,1,0,3,1,0,0,0,0,0,61.666666666666664,0,0,22.586666666666666,45.17333333333333,-1.0,100,1,2
5654,SMS_2922,1,1,0,824,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,10.75609756097561,21.51219512195122,-1.0,184,1,1
5655,Banking_14,1,1,0,5315,0,14,100,2,0,12,0,0,11,2,1,8,6,0,0,0,0,0,71.525,0,0,18.95994277539342,37.91988555078684,-0.30042918454935624,882,1,4
5656,SMS_1930,1,1,0,621,0,3,3,1,0,0,33,0,10,4,0,6,0,0,0,0,0,0,95.66666666666667,0,0,11.5,23.0,-0.9116161616161617,86,1,1
5657,SMS_4148,1,1,0,654,0,0,2,3,0,0,0,0,17,7,2,8,1,0,0,0,0,0,38.125,0,0,11.9526791927627,23.9053583855254,-0.9345859429366736,121,8,1
5658,Riskware_397,1,1,0,5060,0,1,111,7,0,16,0,0,15,4,0,11,5,0,0,0,0,0,203.28571428571428,0,0,23.159737417943106,46.31947483588621,-1.0,1445,4,2
5659,Riskware_3077,1,1,0,153,0,0,1,2,0,0,0,0,27,10,1,16,12,0,0,0,0,0,4.0,0,0,22.94941634241245,45.8988326848249,-1.0,57,1,2
5660,SMS_1029,1,1,0,573,0,2,0,1,0,0,17,0,9,4,0,5,2,0,0,0,0,0,94.33333333333333,0,0,10.142857142857142,20.285714285714285,-1.0,64,1,1
5661,Adware_814,1,1,0,22817,0,13,393,5,5,13,0,0,26,11,2,13,8,0,0,0,0,0,27.457142857142856,0,0,17.63677811550152,35.27355623100304,0.00303951367781155,4514,,3
5662,SMS_4788,1,1,0,776,0,0,15,3,0,0,0,0,4,3,0,1,1,0,0,0,0,0,111.25,0,0,8.81081081081081,17.62162162162162,-1.0,125,8,1
5663,Adware_694,1,1,0,1824,0,13,53,2,2,4,0,0,24,5,2,17,1,0,0,0,0,0,25.862068965517242,0,0,16.227272727272727,32.45454545454545,-1.0,248,,3
5664,SMS_3278,1,1,0,1369,0,1,11,2,0,0,50,0,15,7,1,7,3,0,0,0,0,0,36.6,0,0,10.746347941567064,21.49269588313413,-0.8857901726427623,274,1,1
5665,SMS_4442,1,1,0,573,0,2,0,1,0,0,0,0,9,4,0,5,2,0,0,0,0,0,94.33333333333333,0,0,10.612932604735883,21.225865209471767,-0.9562841530054644,64,8,1
5666,SMS_3240,1,1,0,722,0,0,3,2,0,0,0,0,19,6,2,11,1,0,0,0,0,0,5.0,0,0,10.768436578171091,21.536873156342182,-0.6356932153392331,289,1,1
5667,SMS_3326,1,1,0,843,0,0,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,38.666666666666664,0,0,10.54590570719603,21.09181141439206,-0.892059553349876,202,1,1
5668,Riskware_854,1,1,0,5060,0,1,111,7,0,16,19,0,15,4,0,11,5,0,0,0,0,0,196.51724137931035,0,0,21.825396825396826,43.65079365079365,-1.0,1445,1,2
5669,SMS_1435,0,1,0,3252,0,5,18,20,1,0,0,0,7,4,0,3,0,0,0,0,0,0,15.935483870967742,0,0,12.458333333333334,24.916666666666668,-0.745,499,1,1
5670,SMS_3739,1,1,0,606,0,2,3,1,0,0,33,0,10,4,0,6,0,0,0,0,0,0,94.33333333333333,0,0,10.964409722222221,21.928819444444443,-0.9166666666666666,87,1,1
5671,Adware_883,1,1,0,8288,0,65,92,23,4,6,7,0,22,10,0,12,5,0,2,0,0,0,204.27659574468086,0,0,17.672185430463575,35.34437086092715,-0.7367549668874173,1701,,3
5672,SMS_4839,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,11.768595041322314,23.537190082644628,-0.8553719008264463,210,8,1
5673,Riskware_1555,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,19.85888572590484,39.71777145180968,-1.0,353,1,2
5674,Riskware_400,1,1,0,102,0,0,0,1,0,0,0,0,12,6,1,5,5,0,0,0,0,0,160.6153846153846,0,0,22.123260437375745,44.24652087475149,-1.0,5,4,2
5675,Riskware_4085,1,1,0,166,0,0,0,2,0,0,0,0,67,7,3,57,2,0,0,0,0,0,136.0,0,0,14.883720930232558,29.767441860465116,-1.0,5,1,2
5676,Riskware_2384,1,1,0,17919,0,97,1689,6,8,78,21,0,33,9,1,23,21,1,0,0,0,0,17.40909090909091,0,0,22.65289256198347,45.30578512396694,-0.02809917355371901,6203,1,2
5677,Riskware_1487,1,1,0,123,0,0,0,1,0,0,0,0,42,12,2,28,17,1,0,0,0,0,4.0,0,0,19.747614917606246,39.49522983521249,-1.0,86,1,2
5678,Riskware_1197,1,1,0,3567,1,2,121,4,2,12,0,0,10,5,1,4,1,0,0,0,0,0,31.571428571428573,0,0,20.673155737704917,41.346311475409834,-1.0,525,1,2
5679,SMS_1569,1,1,0,595,0,0,0,2,0,0,0,0,5,4,0,1,0,0,0,0,0,0,141.5,0,0,11.989949748743719,23.979899497487438,-0.949748743718593,119,1,1
5680,Adware_10,1,1,0,9194,0,30,263,8,1,11,75,0,19,6,1,12,2,0,0,0,0,0,148.51724137931035,0,0,17.5553264604811,35.1106529209622,-0.593127147766323,1308,,3
5681,Scareware_104,0,1,0,2944,0,3,4,2,5,3,0,0,5,1,0,4,0,0,0,0,0,0,26.630434782608695,0,0,15.528358208955224,31.056716417910447,-0.8865671641791045,391,1,5
5682,SMS_4710,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,11.419605077574047,22.839210155148095,-0.9372355430183357,210,8,1
5683,SMS_2305,1,1,0,298,0,0,8,2,0,0,18,0,11,7,0,4,1,0,0,0,0,0,65.75,0,0,10.988558352402746,21.977116704805493,-0.9610983981693364,47,1,1
5684,Riskware_418,1,1,0,5048,0,9,148,2,0,12,0,0,17,7,0,10,0,0,0,0,0,0,169.94117647058823,0,0,22.66458658346334,45.32917316692668,-1.0,758,1,2
5685,SMS_888,1,1,0,765,0,0,213,2,0,0,0,0,13,6,1,6,1,0,0,0,0,0,11.142857142857142,0,0,10.644701691896705,21.28940338379341,-0.9715048975957258,342,6,1
5686,Adware_488,1,1,0,5929,0,22,163,4,3,1,0,0,14,5,1,8,4,0,0,0,0,0,573.1851851851852,0,0,16.841059602649008,33.682119205298015,-0.15562913907284767,973,,3
5687,Riskware_1796,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,20.108254397834912,40.216508795669824,-1.0,353,1,2
5688,Riskware_1054,1,1,0,342,0,0,0,2,0,0,0,0,47,14,3,30,13,1,0,0,0,0,4.0,0,0,20.340215439856372,40.680430879712745,-0.7594254937163375,510,1,2
5689,Riskware_4015,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,15,0,0,0,0,0,4.0,0,0,24.599514563106798,49.199029126213595,-1.0,353,4,2
5690,SMS_704,0,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,10.955017301038062,21.910034602076124,-0.9377162629757786,210,6,1
5691,Riskware_2978,1,1,0,123,0,0,0,1,0,0,0,0,42,12,2,28,17,1,0,0,0,0,4.0,0,0,21.987854251012145,43.97570850202429,-1.0,86,1,2
5692,Riskware_2625,1,1,0,9640,1,3,209,7,1,15,30,0,5,3,0,2,0,0,0,0,0,0,42.53846153846154,0,0,22.793261868300153,45.586523736600306,-1.0,2773,1,2
5693,Adware_879,1,1,0,2444,0,22,35,2,1,0,1,0,7,2,0,5,1,0,0,0,0,0,293.55,0,0,18.30202387130254,36.60404774260508,-0.9688635184224182,277,,3
5694,Riskware_3721,1,1,0,130,0,0,0,2,0,0,0,0,18,7,1,10,9,0,0,0,0,0,136.0,0,0,14.733333333333333,29.466666666666665,-1.0,570,1,2
5695,Adware_1230,1,1,0,4965,0,34,54,2,3,4,94,0,15,6,0,9,1,0,0,0,0,0,215.85185185185185,0,0,15.243813682678311,30.487627365356623,-0.3173216885007278,723,,3
5696,SMS_801,1,1,0,654,0,0,2,3,0,0,0,0,17,7,2,8,1,0,0,0,0,0,38.125,0,0,10.848484848484848,21.696969696969695,-0.9960899315738025,121,6,1
5697,SMS_3753,1,1,0,847,0,0,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,43.0,0,0,10.901793339026472,21.803586678052945,-0.9111870196413322,203,1,1
5698,SMS_4705,1,1,0,1396,0,0,13,2,0,0,51,0,15,7,1,7,2,0,0,0,0,0,9.181818181818182,0,0,11.47949080622348,22.95898161244696,-0.9193776520509194,416,8,1
5699,Scareware_24,1,1,0,10567,0,41,189,15,3,25,0,0,16,9,0,7,0,0,0,0,0,0,20.0,0,0,18.956521739130434,37.91304347826087,-1.0,1945,1,5
5700,Adware_517,1,1,0,14228,0,9,371,11,1,12,0,0,22,6,1,15,5,2,0,0,0,0,59.116279069767444,0,0,16.501824817518248,33.003649635036496,3.366788321167883,3335,,3
5701,Riskware_869,1,1,0,26563,1,85,1561,9,9,74,100,0,39,10,3,26,16,0,0,0,0,0,61.8780487804878,0,0,21.766451612903225,43.53290322580645,-1.0,6005,1,2
5702,Riskware_345,1,1,0,123,0,0,0,1,0,0,0,0,42,12,2,28,17,1,0,0,0,0,4.0,0,0,27.1864406779661,54.3728813559322,-1.0,86,1,2
5703,Riskware_416,1,1,0,15466,1,30,447,3,3,16,255,0,38,10,3,25,11,0,0,0,0,0,89.76595744680851,0,0,23.036727879799667,46.073455759599334,-1.0,3249,1,2
5704,SMS_151,1,1,0,970,0,2,3,2,0,0,0,0,13,7,1,5,1,0,0,0,0,0,88.5,0,0,15.44378698224852,30.88757396449704,-1.0,236,1,1
5705,SMS_4831,1,1,0,3106,0,2,96,2,0,11,0,0,16,5,0,11,0,0,0,0,0,0,439.3666666666667,0,0,11.74561403508772,23.49122807017544,2.0701754385964914,670,8,1
5706,SMS_436,1,1,0,654,0,0,2,3,0,0,0,0,17,7,2,8,1,0,0,0,0,0,38.125,0,0,10.97736220472441,21.95472440944882,-0.9960629921259843,121,8,1
5707,SMS_3325,1,1,0,1355,0,0,13,2,0,0,51,0,15,7,1,7,2,0,0,0,0,0,24.692307692307693,0,0,10.54590570719603,21.09181141439206,-0.8957816377171216,295,1,1
5708,Riskware_3955,1,1,0,94,0,0,0,2,0,0,0,0,150,24,5,121,31,9,0,0,0,0,4.0,0,0,22.155844155844157,44.311688311688314,-1.0,166,4,2
5709,SMS_1809,1,1,0,2338,0,23,154,2,1,6,0,0,20,8,1,11,1,0,0,0,0,0,8.833333333333334,0,0,11.81570996978852,23.63141993957704,-0.9154078549848943,330,1,1
5710,SMS_920,1,1,0,847,0,0,15,3,0,0,0,0,4,3,0,1,1,0,0,0,0,0,94.33333333333333,0,0,11.012323943661972,22.024647887323944,-0.9788732394366197,141,6,1
5711,SMS_2753,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,11.985028072364317,23.970056144728634,-0.9519650655021834,210,1,1
5712,Banking_2225,1,1,0,23234,7,46,840,12,9,62,2,0,22,8,2,12,4,0,0,0,0,0,18.13888888888889,0,0,19.996960486322187,39.993920972644375,22.98480243161094,8163,1,4
5713,Riskware_3723,1,1,0,5028,0,11,531,3,1,2,310,0,61,10,3,48,5,0,0,0,0,0,9.390243902439025,0,0,15.024390243902438,30.048780487804876,-1.0,1344,1,2
5714,Riskware_4052,1,1,0,16627,1,3,254,8,1,16,30,0,9,4,1,4,0,0,0,0,0,0,30.32,0,0,23.474747474747474,46.94949494949495,-1.0,4963,4,2
5715,Riskware_1793,1,1,0,19397,7,25,673,5,5,18,19,0,24,10,1,13,7,1,0,0,0,0,19.025641025641026,0,0,20.130257801899592,40.260515603799185,-0.9199457259158752,3554,1,2
5716,Riskware_364,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,15,0,0,0,0,0,4.0,0,0,28.1984126984127,56.3968253968254,-1.0,353,1,2
5717,SMS_498,1,1,0,621,0,3,3,1,0,0,33,0,10,4,0,6,0,0,0,0,0,0,95.66666666666667,0,0,11.674418604651162,23.348837209302324,-0.9883720930232558,86,6,1
5718,Banking_2364,1,1,0,4504,0,4,117,2,0,11,0,0,6,3,1,2,0,0,0,0,0,0,132.03125,0,0,17.177884615384617,34.35576923076923,-0.27403846153846156,834,1,4
5719,Riskware_151,1,1,0,96,0,0,0,2,0,0,0,0,12,6,1,5,5,0,0,0,0,0,142.57142857142858,0,0,19.982809224318657,39.965618448637315,-1.0,4,1,2
5720,SMS_733,1,1,0,159,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,141.0,0,0,10.918253079507279,21.836506159014558,-0.9697648376259799,32,6,1
5721,SMS_2433,1,1,0,382,0,0,0,2,0,0,0,0,4,2,0,2,0,0,0,0,0,0,10.0,0,0,11.140239605355884,22.280479210711768,-0.9830866807610994,62,1,1
5722,Riskware_330,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,19.400921658986174,38.80184331797235,-1.0,353,1,2
5723,Banking_751,1,1,0,5243,0,14,100,2,0,12,0,0,11,2,1,8,4,0,0,0,0,0,31.657894736842106,0,0,20.48249027237354,40.96498054474708,-0.057392996108949414,870,1,4
5724,Riskware_3118,1,1,0,3417,0,0,12,2,0,0,75,0,3,1,0,2,0,0,0,0,0,0,92.5625,0,0,22.974806201550386,45.94961240310077,-1.0,973,1,2
5725,Adware_801,1,1,0,10470,0,2,66,4,2,5,0,0,14,4,1,9,0,0,1,0,0,0,46.5,0,0,17.685173089483996,35.37034617896799,-0.8674069235793599,2649,,3
5726,Riskware_2632,1,1,0,48359,9,57,941,21,15,41,2215,0,36,13,2,21,8,0,0,0,0,0,52.55813953488372,0,0,20.898230088495577,41.796460176991154,-1.0,11288,1,2
5727,Banking_1126,1,1,0,11501,0,1,181,8,0,16,0,0,13,7,0,6,5,0,0,0,0,0,226.97058823529412,0,0,18.852156057494867,37.70431211498973,3.410677618069815,2868,1,4
5728,SMS_2227,1,1,0,536,0,3,0,1,0,0,0,0,9,4,0,5,2,0,0,0,0,0,94.33333333333333,0,0,11.743503772003352,23.487007544006705,-0.9471919530595139,63,1,1
5729,SMS_4529,1,1,0,382,0,0,0,2,0,0,0,0,4,2,0,2,0,0,0,0,0,0,10.0,0,0,10.568922305764412,21.137844611528823,-0.9874686716791979,62,8,1
5730,Banking_1706,1,1,0,28878,7,116,1076,13,6,52,259,0,27,7,3,17,11,0,0,0,0,0,50.904761904761905,0,0,18.582104228121928,37.164208456243855,5.036873156342183,7630,1,4
5731,SMS_2603,1,1,0,593,0,0,0,2,0,0,0,0,5,4,0,1,0,0,0,0,0,0,97.0,0,0,11.783355350066051,23.566710700132102,-0.9735799207397622,119,1,1
5732,SMS_2617,1,1,0,937,0,1,7,2,0,0,0,0,13,7,1,5,1,0,0,0,0,0,8.0,0,0,11.780713342140027,23.561426684280054,-0.9372523117569352,199,1,1
5733,Riskware_1623,1,1,0,123,0,0,0,1,0,0,0,0,42,12,2,28,17,0,0,0,0,0,4.0,0,0,19.570324005891017,39.140648011782034,-1.0,85,1,2
5734,Riskware_539,1,1,0,123,0,0,0,1,0,0,0,0,42,12,2,28,17,0,0,0,0,0,4.0,0,0,21.176470588235293,42.35294117647059,-1.0,85,1,2
5735,Riskware_1947,1,1,0,8546,0,5,201,9,8,5,0,0,17,5,0,12,5,0,0,0,0,0,93.3076923076923,0,0,19.387622149837135,38.77524429967427,-0.9289902280130293,2736,1,2
5736,Adware_127,1,1,0,950,0,0,0,2,0,0,0,0,10,4,1,5,2,0,0,0,0,0,109.6,0,0,19.375494071146246,38.75098814229249,-0.7470355731225297,293,,3
5737,Riskware_2421,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,136.0,0,0,20.9375,41.875,-1.0,353,1,2
5738,Riskware_1683,1,1,0,121,0,0,0,1,0,0,0,0,39,12,2,25,15,0,0,0,0,0,4.0,0,0,19.310782967032967,38.621565934065934,-1.0,170,1,2
5739,SMS_2337,1,1,0,722,0,0,3,2,0,0,0,0,19,6,2,11,1,0,0,0,0,0,5.0,0,0,11.008289374529014,22.016578749058027,-0.8063300678221552,289,1,1
5740,Riskware_2735,1,1,0,374,0,0,0,2,0,0,0,0,12,6,1,5,5,0,0,0,0,0,104.0,0,0,19.72241183162685,39.4448236632537,-1.0,2,1,2
5741,Banking_1953,1,1,0,4541,0,4,117,2,0,11,0,0,6,3,1,2,0,0,0,0,0,0,132.03125,0,0,18.122623205277453,36.245246410554905,-0.6818005432673652,858,1,4
5742,SMS_2875,1,1,0,776,0,0,15,3,0,0,0,0,4,3,0,1,1,0,0,0,0,0,138.25,0,0,11.97151515151515,23.9430303030303,-0.9618181818181818,125,1,1
5743,SMS_1746,1,1,0,680,0,0,37,2,0,0,0,0,19,6,2,11,1,0,0,0,0,0,43.142857142857146,0,0,11.47872340425532,22.95744680851064,-0.9716312056737588,133,1,1
5744,Riskware_475,1,1,0,123,0,0,0,1,0,0,0,0,42,12,2,28,17,1,0,0,0,0,4.0,0,0,21.880675818373813,43.76135163674763,-1.0,86,1,2
5745,Adware_373,1,1,0,376,0,0,0,2,0,0,0,0,10,2,1,7,2,0,0,0,0,0,0.0,0,0,17.40387275242047,34.80774550484094,-0.9695712309820194,308,,3
5746,SMS_2810,1,1,0,676,0,0,13,1,0,0,0,0,6,3,1,2,1,0,0,0,0,0,253.5,0,0,11.990825688073395,23.98165137614679,-0.9743119266055046,81,1,1
5747,Adware_255,1,1,0,5387,0,67,58,13,7,8,119,0,9,5,0,4,0,0,0,0,0,0,327.1621621621622,0,0,16.085896076352068,32.171792152704136,-0.4019088016967126,541,,3
5748,Riskware_3518,1,1,0,11206,0,13,197,4,1,51,0,0,36,8,2,26,1,0,0,0,0,0,287.625,0,0,19.868932038834952,39.737864077669904,-0.7766990291262136,2095,1,2
5749,Riskware_83,1,1,0,25257,0,4,251,8,0,21,0,0,186,24,6,156,4,51,0,0,0,0,64.4390243902439,0,0,23.114436619718308,46.228873239436616,-1.0,6004,1,2
5750,SMS_1890,1,1,0,676,0,0,13,1,0,0,0,0,6,3,1,2,1,0,0,0,0,0,177.0,0,0,11.670682730923694,23.34136546184739,-0.9745649263721553,82,1,1
5751,Adware_267,1,1,0,4140,0,24,86,3,1,6,73,0,10,2,0,8,1,0,0,0,0,0,42.19444444444444,0,0,16.921951219512195,33.84390243902439,-0.13008130081300814,861,,3
5752,Riskware_973,1,1,0,121,0,0,0,1,0,0,0,0,39,12,2,25,16,0,0,0,0,0,4.0,0,0,20.699341021416803,41.398682042833606,-1.0,170,1,2
5753,SMS_4649,1,1,0,810,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,52.666666666666664,0,0,11.55050505050505,23.1010101010101,-0.9487734487734488,173,8,1
5754,SMS_1356,1,1,0,573,0,2,0,1,0,0,0,0,9,4,0,5,2,0,0,0,0,0,94.33333333333333,0,0,13.126182965299684,26.252365930599368,-0.9905362776025236,64,1,1
5755,Ramsonware_11,1,1,0,1305,0,0,10,1,0,0,0,0,29,10,3,16,2,0,0,0,0,0,46.4,0,0,21.538940809968846,43.07788161993769,-0.719626168224299,271,1,6
5756,Riskware_3348,1,1,0,21,0,0,0,2,0,0,0,0,22,4,2,16,0,0,0,0,0,0,70.0,0,0,21.104347826086958,42.208695652173915,-0.9159420289855073,771,1,2
5757,Riskware_3640,1,1,0,6936,0,13,169,2,1,9,345,0,35,11,3,21,7,0,0,0,0,0,70.0,0,0,25.425806451612903,50.851612903225806,-1.0,808,1,2
5758,SMS_2851,1,1,0,156,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.0,0,0,11.97089144936325,23.9417828987265,-0.9963614311704063,12,1,1
5759,Riskware_950,1,1,0,1968,0,15,23,7,2,4,47,0,5,0,0,5,1,0,0,0,0,0,36.0,0,0,20.87468247248095,41.7493649449619,-1.0,126,1,2
5760,SMS_383,1,1,0,776,0,0,15,3,0,0,0,0,4,3,0,1,1,0,0,0,0,0,111.25,0,0,11.11400651465798,22.22801302931596,-0.9467969598262758,125,8,1
5761,SMS_2449,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,11.055052264808362,22.110104529616724,-0.9463414634146341,210,1,1
5762,Banking_1324,1,1,0,8003,0,0,174,3,0,13,0,0,13,7,0,6,2,0,0,0,0,0,202.89655172413794,0,0,19.87781036168133,39.75562072336266,0.21212121212121213,1908,1,4
5763,Adware_1072,1,1,0,1105,0,1,6,4,0,0,0,0,5,2,0,3,1,0,0,0,0,0,75.83333333333333,0,0,15.34709480122324,30.69418960244648,-0.9617737003058104,67,,3
5764,Riskware_2200,1,1,0,177,0,0,0,2,0,0,0,0,15,7,0,8,7,0,0,0,0,0,4.0,0,0,26.417355371900825,52.83471074380165,-1.0,97,1,2
5765,SMS_793,1,1,0,1903,0,6,42,27,0,3,0,0,11,6,0,5,1,0,0,0,0,0,99.0,0,0,10.87029702970297,21.74059405940594,-0.8702970297029703,452,6,1
5766,Riskware_2884,1,1,0,32534,1,42,1192,10,8,22,48,0,46,13,3,30,12,0,0,0,0,0,25.46511627906977,0,0,21.490118577075098,42.980237154150196,-1.0,7868,1,2
5767,SMS_1175,1,1,0,843,0,0,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,38.666666666666664,0,0,10.281663516068052,20.563327032136105,-0.8998109640831758,202,1,1
5768,Riskware_2798,1,1,0,48704,9,59,953,21,15,41,2215,0,40,13,3,24,9,0,0,0,0,0,53.714285714285715,0,0,23.737113402061855,47.47422680412371,-1.0,11334,1,2
5769,SMS_3992,1,1,0,852,0,0,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,42.375,0,0,11.949077490774908,23.898154981549816,-0.9313653136531366,304,8,1
5770,Riskware_2420,1,1,0,208,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,73.2,0,0,26.3989898989899,52.7979797979798,-1.0,27,1,2
5771,SMS_2007,1,1,0,654,0,0,2,3,0,0,0,0,17,7,2,8,1,0,0,0,0,0,38.125,0,0,11.290432801822323,22.580865603644646,-0.9954441913439636,121,1,1
5772,SMS_2005,1,1,0,560,0,0,4,3,0,0,0,0,4,3,0,1,0,0,0,0,0,0,61.4,0,0,11.290432801822323,22.580865603644646,-0.9920273348519362,82,1,1
5773,Riskware_3355,1,1,0,208,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,24.0,0,0,18.620039682539684,37.24007936507937,-0.9990079365079365,27,1,2
5774,SMS_3247,1,1,0,776,0,0,15,3,0,0,0,0,4,3,0,1,1,0,0,0,0,0,120.0,0,0,10.742028985507247,21.484057971014494,-0.9202898550724637,125,1,1
5775,SMS_532,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,45.714285714285715,0,0,11.572337042925279,23.144674085850557,-0.9268680445151033,210,6,1
5776,SMS_1895,1,1,0,665,0,0,18,2,0,0,0,0,19,6,2,11,1,0,0,0,0,0,43.142857142857146,0,0,11.525423728813559,23.050847457627118,-0.9621903520208605,133,1,1
5777,Riskware_794,1,1,0,6127,0,8,167,3,3,17,2,0,12,2,1,9,3,0,0,0,0,0,88.41935483870968,0,0,27.257462686567163,54.514925373134325,-1.0,1059,1,2
5778,Riskware_2653,1,1,0,121,0,0,0,1,0,0,0,0,39,12,2,25,16,0,0,0,0,0,4.0,0,0,28.54700854700855,57.0940170940171,-1.0,170,1,2
5779,SMS_4796,0,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,33.75,0,0,10.475,20.95,-0.8666666666666667,210,8,1
5780,SMS_3153,1,1,0,924,0,2,3,2,0,0,0,0,13,7,1,5,1,0,0,0,0,0,41.666666666666664,0,0,10.99828473413379,21.99656946826758,-0.8370497427101201,286,1,1
